id,internal_memory,performance,main_camera,selfie_camera,battery_size,screen_size,weight,price,age,gender,occupation,y_true,y_predict,Apple,Google,Motorola,Samsung,Xiaomi
166,128_GB,Mid,<15_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,200_450_dollars,<25_years,Female,Technology,Apple,Apple,1,0,0,0,0
167,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Female,Technology,Samsung,Samsung,0,0,0,1,0
168,128_GB,Low,15_50_MP,10_30_MP,>4700_mAh,<6.4_inches,<190_g,<200_dollars,<25_years,Female,Technology,Xiaomi,Xiaomi,0,0,0,0,1
169,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,<25_years,Female,Technology,Apple,Apple,1,0,0,0,0
170,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,25_35_years,Male,Other,Apple,Apple,1,0,0,0,0
171,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Other,Apple,Apple,1,0,0,0,0
172,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,>45_years,Female,Business,Xiaomi,Xiaomi,0,0,0,0,1
173,128_GB,Ultra top,15_50_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,25_35_years,Male,Business,Samsung,Samsung,0,0,0,1,0
174,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Business,Apple,Apple,1,0,0,0,0
175,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Business,Samsung,Samsung,0,0,0,1,0
176,128_GB,Ultra top,15_50_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,<25_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
177,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,<6.4_inches,>205_g,450_700_dollars,<25_years,Male,Technology,Google,Google,0,1,0,0,0
178,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Male,Technology,Apple,Apple,1,0,0,0,0
179,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,<25_years,Male,Technology,Apple,Apple,1,0,0,0,0
180,128_GB,Mid,<15_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,200_450_dollars,<25_years,Male,Technology,Apple,Apple,1,0,0,0,0
181,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
182,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,>45_years,Male,Other,Apple,Apple,1,0,0,0,0
183,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,35_45_years,Female,Business,Apple,Apple,1,0,0,0,0
184,128_GB,Low,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,35_45_years,Female,Business,Motorola,Motorola,0,0,1,0,0
185,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,35_45_years,Female,Business,Samsung,Samsung,0,0,0,1,0
186,128_GB,Low,15_50_MP,10_30_MP,>4700_mAh,<6.4_inches,<190_g,<200_dollars,35_45_years,Female,Business,Xiaomi,Xiaomi,0,0,0,0,1
187,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,35_45_years,Female,Business,Apple,Apple,1,0,0,0,0
188,128_GB,Mid,<15_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,200_450_dollars,35_45_years,Female,Administration,Apple,Apple,1,0,0,0,0
189,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,35_45_years,Female,Administration,Google,Google,0,1,0,0,0
190,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,35_45_years,Female,Administration,Samsung,Samsung,0,0,0,1,0
191,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,>45_years,Male,Other,Xiaomi,Xiaomi,0,0,0,0,1
192,128_GB,Ultra top,15_50_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,25_35_years,Male,Other,Samsung,Samsung,0,0,0,1,0
193,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Other,Apple,Apple,1,0,0,0,0
194,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,35_45_years,Male,Technology,Apple,Apple,1,0,0,0,0
195,128_GB,Mid,<15_MP,<10_MP,4000_4700_mAh,<6.4_inches,<190_g,200_450_dollars,25_35_years,Male,Technology,Google,Google,0,1,0,0,0
196,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,25_35_years,Male,Technology,Google,Google,0,1,0,0,0
197,<=64_GB,Low,<15_MP,<10_MP,<4000_mAh,6.4_6.6_inches,<190_g,<200_dollars,>45_years,Male,Technology,Motorola,Motorola,0,0,1,0,0
198,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,>45_years,Male,Technology,Motorola,Motorola,0,0,1,0,0
199,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Female,Administration,Apple,Apple,1,0,0,0,0
200,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,<25_years,Female,Administration,Google,Google,0,1,0,0,0
201,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Female,Administration,Samsung,Samsung,0,0,0,1,0
202,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Female,Administration,Samsung,Samsung,0,0,0,1,0
203,<=64_GB,Low,<15_MP,<10_MP,<4000_mAh,6.4_6.6_inches,<190_g,<200_dollars,25_35_years,Female,Technology,Motorola,Motorola,0,0,1,0,0
204,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,25_35_years,Female,Technology,Motorola,Motorola,0,0,1,0,0
205,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,25_35_years,Female,Technology,Xiaomi,Xiaomi,0,0,0,0,1
206,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Female,Technology,Samsung,Samsung,0,0,0,1,0
207,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,25_35_years,Male,Business,Motorola,Motorola,0,0,1,0,0
208,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,25_35_years,Male,Business,Google,Google,0,1,0,0,0
209,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Business,Samsung,Samsung,0,0,0,1,0
210,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,35_45_years,Female,Business,Apple,Apple,1,0,0,0,0
211,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Male,Technology,Apple,Apple,1,0,0,0,0
212,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,<25_years,Male,Technology,Apple,Apple,1,0,0,0,0
213,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,<25_years,Male,Technology,Xiaomi,Xiaomi,0,0,0,0,1
214,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
215,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,<25_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
216,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,>45_years,Female,Technology,Motorola,Motorola,0,0,1,0,0
217,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,25_35_years,Female,Business,Apple,Samsung,0,0,0,1,0
218,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,25_35_years,Female,Business,Motorola,Motorola,0,0,1,0,0
219,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Female,Business,Apple,Apple,1,0,0,0,0
220,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,25_35_years,Female,Business,Xiaomi,Xiaomi,0,0,0,0,1
221,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Female,Business,Samsung,Samsung,0,0,0,1,0
222,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,25_35_years,Female,Other,Apple,Apple,1,0,0,0,0
223,128_GB,Mid,>50_MP,10_30_MP,4000_4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,25_35_years,Female,Other,Xiaomi,Xiaomi,0,0,0,0,1
224,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,25_35_years,Female,Other,Google,Google,0,1,0,0,0
225,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,25_35_years,Male,Other,Apple,Apple,1,0,0,0,0
226,<=64_GB,Low,<15_MP,<10_MP,<4000_mAh,6.4_6.6_inches,<190_g,<200_dollars,25_35_years,Male,Other,Motorola,Motorola,0,0,1,0,0
227,128_GB,Mid,<15_MP,<10_MP,<4000_mAh,<6.4_inches,<190_g,200_450_dollars,25_35_years,Male,Other,Apple,Apple,1,0,0,0,0
228,128_GB,Low,15_50_MP,10_30_MP,>4700_mAh,<6.4_inches,<190_g,<200_dollars,25_35_years,Male,Other,Xiaomi,Apple,1,0,0,0,0
229,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,<6.4_inches,>205_g,450_700_dollars,35_45_years,Female,Other,Google,Samsung,0,0,0,1,0
230,128_GB,Mid,>50_MP,10_30_MP,4000_4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,<25_years,Male,Business,Xiaomi,Xiaomi,0,0,0,0,1
231,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,<25_years,Male,Business,Google,Apple,1,0,0,0,0
232,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,35_45_years,Female,Administration,Apple,Apple,1,0,0,0,0
233,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,<6.4_inches,>205_g,450_700_dollars,35_45_years,Female,Administration,Google,Google,0,1,0,0,0
234,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,25_35_years,Female,Other,Motorola,Motorola,0,0,1,0,0
235,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Female,Other,Apple,Apple,1,0,0,0,0
236,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,6.4_6.6_inches,190_205_g,>700_dollars,25_35_years,Female,Other,Samsung,Samsung,0,0,0,1,0
237,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,>45_years,Male,Technology,Xiaomi,Xiaomi,0,0,0,0,1
238,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,>45_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
239,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,25_35_years,Male,Business,Apple,Apple,1,0,0,0,0
240,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Business,Samsung,Samsung,0,0,0,1,0
241,128_GB,Low,15_50_MP,10_30_MP,>4700_mAh,<6.4_inches,<190_g,<200_dollars,25_35_years,Male,Business,Xiaomi,Xiaomi,0,0,0,0,1
242,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,<25_years,Female,Other,Motorola,Motorola,0,0,1,0,0
243,128_GB,Mid,>50_MP,10_30_MP,4000_4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,<25_years,Female,Other,Xiaomi,Xiaomi,0,0,0,0,1
244,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,<25_years,Female,Other,Xiaomi,Xiaomi,0,0,0,0,1
245,128_GB,Mid,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,<25_years,Female,Other,Google,Samsung,0,0,0,1,0
246,<=64_GB,Low,<15_MP,<10_MP,<4000_mAh,6.4_6.6_inches,<190_g,<200_dollars,25_35_years,Male,Technology,Motorola,Motorola,0,0,1,0,0
247,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,25_35_years,Male,Technology,Apple,Apple,1,0,0,0,0
248,128_GB,Ultra top,>50_MP,>30_MP,>4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
249,128_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,<190_g,450_700_dollars,25_35_years,Male,Technology,Apple,Apple,1,0,0,0,0
250,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Other,Apple,Apple,1,0,0,0,0
251,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,>45_years,Male,Technology,Motorola,Motorola,0,0,1,0,0
252,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,<6.4_inches,>205_g,450_700_dollars,>45_years,Male,Technology,Google,Google,0,1,0,0,0
253,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,>45_years,Male,Technology,Xiaomi,Xiaomi,0,0,0,0,1
254,128_GB,Low,15_50_MP,10_30_MP,>4700_mAh,>6.6_inches,>205_g,450_700_dollars,>45_years,Female,Business,Motorola,Motorola,0,0,1,0,0
255,>=256_GB,Mid,>50_MP,10_30_MP,>4700_mAh,6.4_6.6_inches,190_205_g,200_450_dollars,>45_years,Female,Business,Xiaomi,Xiaomi,0,0,0,0,1
256,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,>45_years,Female,Business,Samsung,Samsung,0,0,0,1,0
257,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,25_35_years,Male,Technology,Apple,Apple,1,0,0,0,0
258,<=64_GB,Low,15_50_MP,<10_MP,>4700_mAh,6.4_6.6_inches,190_205_g,<200_dollars,25_35_years,Male,Technology,Motorola,Motorola,0,0,1,0,0
259,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,<6.4_inches,>205_g,450_700_dollars,25_35_years,Male,Technology,Google,Xiaomi,0,0,0,0,1
260,128_GB,Mid,15_50_MP,<10_MP,4000_4700_mAh,6.4_6.6_inches,190_205_g,>700_dollars,25_35_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
261,>=256_GB,Low,<15_MP,<10_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,25_35_years,Male,Technology,Samsung,Samsung,0,0,0,1,0
262,>=256_GB,Top,<15_MP,10_30_MP,<4000_mAh,<6.4_inches,190_205_g,>700_dollars,>45_years,Female,Other,Apple,Apple,1,0,0,0,0
263,>=256_GB,Ultra top,<15_MP,10_30_MP,4000_4700_mAh,>6.6_inches,>205_g,>700_dollars,>45_years,Female,Other,Apple,Apple,1,0,0,0,0
